,BFS_NUMMER,EINWOHNERZ,centroid
1710,1021,1051,3.969251535953208 30.548123393592483
1711,2527,3394,3.9761747045508047 30.55533101862017
1712,8,665,3.9701469615936884 30.549835882561705
1713,738,680,3.9514978385295993 30.544647185617098
1714,5584,9011,3.970388687832107 30.542853110105586
1715,322,459,3.9645596567235772 30.558147290254958
1716,3217,3471,4.888873225285724 31.005511253973303
1717,2824,6450,3.9766627300746475 30.542851740634937
1718,6064,45,3.968253445301674 30.54642697633053
1719,989,1064,3.9707349241153063 30.54487852626311
1720,948,764,3.9734503587202643 30.544144098622294
1721,6606,3236,3.9513045456677363 30.55898566051032
1722,4261,1884,3.9832296838622185 30.556289950181394
1723,6603,1775,3.9577766552515903 30.604198220065904
1724,4426,999,3.947408411714832 30.53275322898047
1725,5911,204,3.968285593269705 30.53479903447619
1726,2535,749,3.9596627060050937 30.547133105351936
1727,6803,158,3.967734365340322 30.55205496724604
1728,4238,809,3.9828100617522897 30.531063657907062
1729,870,4210,3.969937252354251 30.548971978176333
1730,867,848,3.980914605569494 30.543314598407473
1731,4230,1160,3.966161708101075 30.541373438701893
1732,2116,948,3.993256871878133 30.553076081941427
1733,5556,-32768,3.9774587253861844 30.545263864847595
1734,2328,840,3.9753453522959608 30.538125995206073
1735,4041,2013,3.974635480603595 30.544214891971333
1736,84,3904,3.980515247058909 30.547958935432664
1737,2145,1101,3.9663223027500925 30.555507309721097
1738,2526,2659,3.8774674748923075 30.43426599540572
1739,68,2705,3.974090759748222 30.545502570086278
1740,6263,3146,3.970527747099483 30.553042182404084
1741,5212,-32768,3.9717055242167874 30.5335072500642
1742,940,162,3.978526295227803 30.54493440116807
1743,4079,1291,3.9663506605263903 30.54287827297271
1744,5207,819,3.9674792200092965 30.553037275708217
1745,2147,591,3.9696504481727373 30.55227994174499
1746,5497,840,3.952693312950038 30.501184166011306
1747,6642,2564,3.987266233932501 30.548862018254983
1748,2455,743,3.978521012934605 30.540251013104943
1749,41,463,3.9667388992848327 30.54919774206422
1750,3662,223,3.9580365285832615 30.552310404730008
1751,5178,900,3.481223493817625 30.794323888333068
1752,3670,135,3.9618900501677428 30.54303011388126
1753,5713,2170,3.950281037814957 30.548081318588622
1754,390,1342,3.966226191297381 30.52174127924581
1755,581,5683,3.9645631658041967 30.546164558529394
1756,4046,1482,3.966298503168666 30.54882300631537
1757,4451,1809,3.9967623513247634 30.55781621431622
1758,5790,446,3.959368794144235 30.528458159767084
1759,3255,4471,3.9750931536329785 30.570849119602773
1760,4275,833,3.9645805230697944 30.549164649408524
1761,3253,2137,3.970239353213656 30.541865955578473
1762,2891,1758,3.947579908462588 30.338986325821313
1763,6609,870,3.9653078996600186 30.54212652078203
1764,2585,713,3.921730566994771 30.518483540353166
1765,2027,378,3.9734418010610937 30.54082053146835
1766,5160,489,3.9709922294841817 30.5412624517294
1767,4257,366,3.9606279255977617 30.54442703597637
1768,437,-32768,3.9844814964953543 30.57079157218695
1769,751,2691,3.965757223174597 30.549560368439053
1770,2575,1698,3.9614225043012996 30.545800508665216
1771,5912,126,3.9717896014699456 30.538915268053838
1772,4037,4000,3.966899699368706 30.548100219636495
1773,51,4079,3.969866735122658 30.539359628110724
1774,6623,12033,3.9745492391735007 30.53416249476615
1775,5586,133897,3.943026065370683 30.534207619639197
1776,943,674,3.970770060290774 30.54328867477538
1777,5813,417,3.9663000451343295 30.53950727672279
1778,3031,1016,3.968789850872996 30.544633432942184
1779,2765,15092,3.9594714809469425 30.53889816609678
1780,4271,7567,3.985372806533307 30.534142461062228
1781,5903,196,3.9657878894417804 30.543246030759082
1782,588,362,3.9217422600639806 30.46256459831866
1783,4227,534,3.9705827626940438 30.5525274341546
1784,707,162,3.9705351752613636 30.54992025072004
1785,4097,277,3.960605116086161 30.545324364876485
1786,671,383,3.979968073956411 30.544182850685964
1787,54,7578,3.9685568760450853 30.555724595534592
1788,2086,506,3.976808943253553 30.555840661729572
1789,5512,1144,3.958618629601549 30.542822829303482
1790,2445,330,3.973766931292878 30.548679287854196
1791,4175,923,3.9765142153289097 30.598890093396324
1792,248,3962,4.034094342370763 30.610476385843942
1793,3663,475,3.9794988516912975 30.54057233687793
1794,2123,529,3.956146178417469 30.537653717463986
1795,2495,3794,3.9646536792669966 30.54752492941885
1796,362,11250,3.965768131946032 30.535890897093495
1797,2131,812,3.9676107388828337 30.529271828251048
1798,4446,521,3.971585007801656 30.54798069580626
1799,2257,896,3.969194316984984 30.544379193827353
1800,5747,189,3.971456775098589 30.5501846728103
1801,1127,1368,4.035243143033171 30.615131486819593
1802,6612,11105,3.9720682993404863 30.545376605061513
1803,5925,198,3.9778708401322636 30.544260180784818
1804,5752,321,3.9845402631253752 30.554887900287294
1805,4112,873,3.977331603295323 30.545130396310196
1806,4202,2748,3.975641797319548 30.551811116614502
1807,5792,597,3.983707058254032 30.542269268361867
1808,748,654,3.9615765219900414 30.548411463794803
1809,3238,9220,3.9667430820422553 30.54732264904682
1810,386,1424,3.978035994761184 30.542882499154324
1811,2254,3634,3.970694661677409 30.529799523012944
1812,9268,-32768,3.834598891484005 29.447086842584824
1813,3338,3574,3.956870783438375 30.542209585691143
1814,5690,153,4.0100715472780095 30.593739873096855
1815,338,1401,3.9708610309724963 30.55190862947068
1816,4221,966,3.98079093239487 30.618303779679966
1817,5535,777,3.9670994929702323 30.55149240054314
1818,5555,332,3.9657513654846572 30.512900741583206
1819,2016,931,3.73940717856481 30.848720332510737
1820,2323,1462,3.973424367746946 30.564986939923017
1821,5715,1054,3.9807021218666243 30.54440662068614
1822,6610,683,3.9666444480272203 30.546705553203815
1823,4002,1486,3.920510097665836 30.52549790691976
1824,2973,603,3.9966583309203094 30.76151224185608
1825,5930,199,3.973712253962512 30.547063581752855
1826,4196,1992,3.9670200248975283 30.511013434711906
1827,6744,97,3.9670031272613278 30.525736241234316
1828,667,2930,3.9679794359235054 30.550144586480066
1829,5720,979,3.9716657573755745 30.539308192628784
1830,2198,3170,3.9731998329382563 30.55350678580791
1831,2764,3319,3.9725965767232725 30.564575354357626
1832,5637,930,3.9698338023746036 30.549919919988493
1833,99,1389,3.9688857873608705 30.530772129903045
1834,5642,15465,3.97265877887119 30.546332055097253
1835,2887,508,3.973330186888084 30.535159003371593
1836,2177,803,3.9749901774662164 30.554300423819242
1837,4028,970,3.978984421733583 30.54599015275358
1838,2841,578,3.9670437447486617 30.5371415758897
1839,2035,398,3.9744161907658833 30.54923416954296
1840,5501,907,3.9445040026868106 30.546162411394853
1841,5907,274,4.0327782712970786 30.551397695957572
1842,1204,164,3.973487091965838 30.536847548777807
1843,334,418,3.9826840477627092 30.532592230614405
1844,3805,265,3.976008665311641 30.55914879853569
1845,9760,-32768,4.104896506151615 30.455830718573317
1846,82,1284,3.981157100359805 30.53499664645485
1847,4310,1604,3.9787089945295895 30.545250445574656
1848,5924,275,3.9848545840594176 30.544991271250673
1849,340,567,3.9520092350655522 30.454572330852407
1850,5499,441,3.9591337855816766 30.49733426670108
1851,5553,1003,3.9583878844955454 30.565449024950794
1852,2501,1829,3.9686314642914637 30.549313969332907
1853,70,568,3.9753538777707456 30.598911601035944
1854,973,679,3.9404116003255147 30.492275735234042
1855,2847,270,3.9640333143970623 30.55221818055958
1856,2578,1663,3.969012074120134 30.53017633858433
1857,681,311,3.9723347035135763 30.528908730095157
1858,4106,389,3.9738085406954164 30.54675604690081
1859,2914,350,3.9673382596024367 30.539337511064122
1860,4131,3019,3.975573659621547 30.56293670152185
1861,5495,3149,3.961469306088146 30.54506285175189
1862,744,2639,3.973191131687541 30.55149920815579
1863,5472,360,3.973879527004581 30.543665818101523
1864,6640,13971,3.9748965717592344 30.543575688854222
1865,4316,728,3.9422805816005653 30.3652279694025
1866,4716,1131,3.9699622563876544 30.547889111995836
1867,4801,849,3.987650864924706 30.55130990940221
1868,5621,537,3.9694261623884834 30.54874662223719
1869,6614,1104,3.966886552237857 30.529088031536755
1870,883,2188,3.981193840757095 30.544377059319427
1871,6246,2209,3.9951131050914506 30.57978740958989
1872,5161,745,3.950063677710498 30.336801707517342
1873,4039,2040,3.969492023655581 30.550421217992916
1874,4094,726,3.9583078814249055 30.50076461349822
1875,6602,2398,3.9588909018585756 30.553992526131694
1876,5662,144,3.9698036576056692 30.53438196965505
1877,335,241,3.9650895992184116 30.51271420573498
1878,4277,923,3.972911334983903 30.536326402052552
1879,880,1810,3.963961443665492 30.516561545207615
1880,6485,492,3.9681611438497106 30.564263295235303
1881,732,1598,3.9769536625439303 30.542102234455914
1882,5633,2415,3.9997770490660454 30.55493111385538
1883,4065,3861,3.974928627807468 30.56434019472931
1884,5096,523,3.9794163298047094 30.538144707519475
1885,2283,452,3.96197105687069 30.54114089118168
1886,5476,250,3.9733657689372444 30.528479822144913
1887,630,553,3.9707709671848486 30.546992212425582
1888,554,839,3.9766157919298677 30.544769477036038
1889,6627,627,3.9831764510010794 30.561911604142676
1890,2961,307,3.964355621734768 30.558277985420656
1891,5827,264,3.9747141234181416 30.55625819779159
1892,5521,1106,3.96981032211693 30.55109126369257
1893,5471,529,4.238979999889738 30.70274717512489
1894,2511,1242,3.973153525835072 30.546670338602187
1895,5859,2629,3.9723793303175223 30.536813021470138
1896,119,1398,3.967667614380534 30.541387275502256
1897,4194,2150,3.9801325713563513 30.573334051330274
1898,543,556,3.9689772906013987 30.538639323976454
1899,2583,4837,3.974041210114015 30.54579860624465
1900,885,1901,3.9823615315835363 30.546982625796588
1901,5496,1663,3.9160091220754305 30.444782034383252
1902,975,210,3.975446951339164 30.553282275959713
1903,1137,2517,3.9725011051797576 30.545685487507903
1904,14,4715,5.953822653376312 45.821376823691985
1905,372,2519,3.990218504001124 30.559508470846264
1906,4322,338,3.9789765724296076 30.543916788734677
1907,587,3833,3.97153227500236 30.53372277823498
1908,4138,758,3.969204432002588 30.543136425534023
1909,5146,306,3.9445258326843224 30.538811322568563
1910,6617,5098,3.9121416516098804 30.402083500876913
1911,2307,1282,3.9946259956406713 30.512591832660963
1912,5638,2501,3.9678224762003467 30.543461352583297
1913,2789,417,3.9622822618831166 30.552860850080776
1914,5487,406,3.965069512984969 30.55717932341443
1915,2894,419,3.9776975172357263 30.54236629960267
1916,5437,392,3.9713198724049317 30.544259437809995
1917,2622,634,3.9717781798852916 30.564250796793715
1918,750,1410,3.965907135011663 30.565423449159404
1919,5131,2786,3.9731654363863758 30.524062436184153
1920,6408,4759,3.9715325670430186 30.545715682709908
1921,5527,1055,3.9609010591209177 30.56364457304861
1922,32,498,3.960107580504945 30.549982094069158
1923,4007,1543,3.979137516064503 30.547580022380437
1924,89,4721,3.980234827278987 30.575228302323797
1925,2497,2192,3.963521259469009 30.552737343326626
1926,4145,1564,3.9641128703233135 30.529217148912856
1927,625,393,3.96880238691032 30.542751136366046
1928,341,497,3.968787913423928 30.555583026400505
1929,603,1748,3.96147428968619 30.525718027194443
1930,382,819,3.9628720532081942 30.532909740057622
1931,946,236,3.9718088641123033 30.572886289931464
1932,493,528,3.9723445940353708 30.54829372181042
1933,4032,2078,3.9765790837798725 30.549062372826103
1934,715,44,3.9564924664165133 30.535851735129967
1935,5458,822,3.9799307245132125 30.54659289165323
1936,2833,1309,3.9668116436018206 30.55065533820972
1937,4198,1141,3.9673266996286807 30.529124789300315
1938,4210,2751,3.9712594086821182 30.54435868100945
1939,5923,177,3.9702935469455953 30.544958848245148
1940,1121,643,3.9716294627551214 30.546011055891917
1941,5403,363,3.9716463861933504 30.545860292663242
1942,2045,390,3.9679251238308497 30.542103123655945
1943,358,3005,3.9721109805284054 30.53911680717841
1944,2881,554,3.9412398563257143 30.61190680793447
1945,608,3503,3.972692030072064 30.549382574179102
1946,2047,372,3.963168020020212 30.532325016787816
1947,5791,1193,3.961781799429584 30.550491437124762
1948,2848,260,3.95951216538273 30.534151129615452
1949,5674,140,4.368100791453461 29.552176553713295
1950,5202,895,3.894098037463231 30.556564429049413
1951,159,5962,3.943865654584165 30.510376720193506
1952,4132,1064,3.976604060749507 30.537033110083044
1953,865,258,3.9681325874331743 30.543516252943384
1954,5680,261,3.9723126280454633 30.548507021289375
1955,5889,11197,3.9814399288193485 30.574368853895344
1956,557,571,3.9659760882961685 30.54222537121121
1957,624,632,3.972789904353595 30.552593063720693
1958,2004,445,3.9778649490131563 30.54185973630801
1959,735,329,3.9737302747061576 30.54817078299761
1960,5661,313,3.968480654564237 30.54474361717722
1961,5723,1971,3.9806044869857957 30.543959431420564
1962,4061,1871,3.9679055937106305 30.548781699398806
1963,2530,1777,3.9760670092441095 30.540941847503603
1964,5922,727,3.9664865113978847 30.543732272692743
1965,6641,2329,3.9580804303745176 30.531779784932915
1966,4232,190,3.983973963787376 30.59287654590668
1967,2197,3118,3.943163058596198 30.519142258596812
1968,5853,768,3.9746947966702724 30.54044286895522
1969,5932,208,3.9749362512297775 30.54302390640897
1970,4255,1340,3.983268966718068 30.539682002312777
1971,2518,778,3.971794126396988 30.55421329675535
1972,4200,3696,3.970378522198994 30.54007794429977
1973,5560,226,3.97017475619503 30.5505640364483
1974,737,275,3.9793475519176904 30.53632725756847
1975,622,658,3.969642834717123 30.541621308865736
1976,6412,5854,3.9655963233759914 30.53220012631079
1977,980,625,3.969446586557514 30.551259454918377
1978,2250,1421,3.962855671705881 30.542590274341425
1979,1131,-32768,3.976255555777646 30.544806945192956
1980,955,4054,3.9720414825055066 30.54820275667192
1981,4204,4478,3.9797884728552697 30.55131143950435
1982,2185,394,3.9690159544115597 30.53983830006235
1983,2786,1810,3.974832571877889 30.5479594669756
1984,411,490,3.9548151097840725 30.48938539913784
1985,6624,499,3.983171803715809 30.582332303934578
1986,1056,1034,4.004227678304044 30.538151770369666
1987,4035,3622,3.952027205215772 30.494886764948838
1988,501,440,3.975072798351883 30.543284156525992
1989,4077,1427,3.9713528660725057 30.551833074608286
1990,5631,699,4.118198268313901 30.57304343588629
1991,5563,148,3.9705414696565495 30.543689143105365
1992,4113,637,3.981530472990062 30.53675731691911
1993,4107,1039,5.1310606757239805 30.713582388109
1994,5692,534,3.9858011813732084 30.64099435720502
1995,2079,198,3.969499337273408 30.62433144159257
1996,2039,423,3.968759889612331 30.539164644323556
1997,4100,3382,4.009243808483695 30.57304193579716
1998,2867,430,3.9664728277784898 30.545694923126547
1999,6634,3594,3.970872454898641 30.55516272749173
2000,2258,455,3.9760188540905252 30.56116175107611
2001,2292,649,3.972403751367071 30.55034294471435
2002,5671,247,3.965123009795416 30.54926604903437
2003,43,339,3.975060805939708 30.540361175697484
2004,2275,-32768,3.971678038563341 30.524032468812518
2005,4073,1931,3.9703282322861857 30.547698386300766
2006,6713,115,3.96827842615114 30.567198737426715
2007,4191,701,3.9702310321102097 30.553565169627085
2008,976,326,3.9775269121550343 30.55294724189431
2009,2830,1400,3.975752011687902 30.548671933733555
2010,5473,944,3.9670791457510455 30.54608093848092
2011,5821,336,3.972648621875112 30.544340179882344
2012,249,3569,3.9949535756334518 30.518684580831383
2013,5928,164,3.9787509594443162 30.539938578707062
2014,4315,990,4.004431541944051 30.53773925717777
2015,5483,301,3.965684696990938 30.54417551166504
2016,5828,119,3.971566115097727 30.543382067171002
2017,5513,458,3.9692342844786364 30.539427068260583
2018,2617,484,4.016881990268694 30.568994607268504
2019,5756,472,3.9756106190983087 30.562771847331085
2020,609,242,3.9734989077710563 30.55803309979354
2021,31,2275,3.9709972123148667 30.514832974420987
2022,2849,2069,3.971805265428081 30.55440212953334
2023,5731,1239,4.036659108188405 30.56442380844703
2024,5481,222,3.968611744111687 30.54751005725879
2025,4067,1580,3.9778186904364263 30.541545022068856
2026,5937,137,3.9741814836010185 30.543389110922806
2027,5663,197,3.9812830420538075 30.56053269621452
2028,6639,762,3.9608528282317614 30.5450613536712
2029,5625,388,3.9716798409801632 30.546172275839908
2030,2545,967,3.966869862638864 30.544423977062994
2031,5203,731,3.9719567020619078 30.53987851531202
2032,3637,309,3.9770603147609545 30.551824843657094
2033,991,577,3.966346557084802 30.541577629628833
2034,5652,571,3.865397064679309 30.714202926974348
2035,5436,326,3.9829175016027554 30.56156853918721
2036,2022,957,3.9691458084230775 30.539289734901573
2037,416,127,3.9671272209084614 30.54938623515092
2038,2767,6327,3.965326157265331 30.542858350920454
2039,151,5449,3.9717449695317804 30.545058525786228
2040,5812,137,4.077124033592824 30.69112714342368
2041,139,5573,3.977078396803282 30.54593413644406
2042,5860,1413,3.942659419448117 30.54385614148369
2043,5171,4296,3.9604536246579856 30.536363377108415
2044,934,2390,3.9732435610706394 30.561110364862472
2045,2456,319,4.048405822409228 30.672350257777527
2046,6622,2774,3.956258818260823 30.537194467467256
2047,607,457,3.9692392516789337 30.54943404350165
2048,5216,1436,3.9732593976741035 30.542692602774206
2049,5707,1272,3.972176548755367 30.550678036542212
2050,876,1391,4.001649658901939 30.55239010268047
2051,734,409,3.975665301234382 30.550821898108904
2052,929,4049,3.9718192003815713 30.544509585296055
2053,1022,410,3.970840218088742 30.539178850372952
2054,4093,673,3.9658163438554137 30.55904884580511
2055,5516,2728,3.9731089166713507 30.549339879615495
2056,2266,590,3.9902767985214247 30.55976479527808
2057,137,5031,3.9731532853689417 30.53909296080611
2058,5591,20446,3.9708683674149086 30.547572531596817
2059,4013,4065,3.978944645064731 30.549133224748058
2060,2857,564,3.9865513409358653 30.536426786255806
2061,5515,782,3.968482198267452 30.551937581450336
2062,2208,1564,3.971323593883955 30.543786430130407
2063,6601,1151,3.9744166787896527 30.550649641088466
2064,1146,1904,3.971904129438529 30.554616049336808
2065,5592,3291,3.9563842644595897 30.542112590168124
2066,4317,274,3.9339169317183202 30.53188894122816
2067,85,1947,3.972741210490513 30.54744686758458
2068,5710,425,3.980832578786102 30.5440783975017
2069,5904,590,3.9568462214619737 30.526230543128285
2070,5622,493,3.98726291845561 30.54844121467134
2071,5915,150,3.9715820685965384 30.54973593306155
2072,325,188,3.961587791765476 30.537004966792644
2073,993,422,3.9675043588401584 30.546137399999385
2074,5934,241,3.96924901775009 30.5439901558762
2075,215,762,3.9644804254413444 30.54427398183225
2076,5672,151,3.994601764279864 30.548296867044684
2077,3835,754,3.9755555552991053 30.59158087480483
2078,536,200,3.9648784491289817 30.550548890420583
2079,135,7873,3.875990197876177 29.956147821299698
2080,5391,-32768,3.9673251620024863 30.55452831417757
2081,664,318,3.9716759006406943 30.549104441901648
2082,3374,1946,3.9743280401849836 30.53974444459707
2083,6631,18305,3.967907869408195 30.551904927833096
2084,4136,1293,3.9698682420930544 30.545676432860148
2085,5489,662,3.9635625632387406 30.550961906095466
2086,5222,682,3.9699866643644492 30.53045875074983
2087,982,1584,3.9657661070206287 30.55467764471028
2088,4301,266,4.238871688841205 30.41308504736604
2089,5861,6067,3.987265713284616 30.562206677512105
2090,2278,405,3.9870074359996357 30.556740418381896
2091,610,584,3.9687536717353695 30.54479722120749
2092,4176,660,3.9969781713455523 30.596472511275497
2093,4064,987,3.9649042061259063 30.54546763084426
2094,4260,3120,3.988293736446813 30.54918654429373
2095,2582,867,4.248378592012477 30.647710832485426
2096,755,2263,3.9733809560730715 30.54274874545045
2097,6618,4457,3.971843431935528 30.54451844491617
2098,420,2435,3.96715964687004 30.531703130518693
2099,246,2309,3.9198294883664357 30.512658369644495
2100,2783,265,3.9606593594636657 30.532917858923902
2101,1053,1440,3.972385807172145 30.547417022677866
2102,6619,2018,3.9779698146282647 30.411259166641585
2103,4233,318,4.000194270038847 30.861186090110934
2104,932,-32768,5.954934384151616 45.81727936839699
2105,25,2008,3.9717374466272357 30.548809334458632
2106,5427,861,3.968154280132522 30.547967540234687
2107,403,1037,3.968360357477415 30.53509654001232
2108,878,292,3.9723754794151462 30.543503650982768
2109,2571,732,3.960924546200491 30.535511659994107
2110,4314,241,3.980161039267367 30.550307374379784
2111,749,3107,3.9659147368609178 30.51851027733517
2112,4441,1395,3.9716002082714823 30.544077166902103
2113,5858,611,3.9788180724532682 30.539590390482502
2114,3211,832,3.9701801729922126 30.54477981293218
2115,6608,20910,3.9759240889242724 30.555691861667825
2116,5143,340,3.970585633952589 30.534869232990022
2117,2481,1486,3.9725960453824034 30.534953960039598
2118,410,274,3.9726675067497146 30.545666659086496
2119,5819,287,3.975633837778627 30.553488392385315
2120,5242,3396,3.935403529336611 30.47915378625974
2121,5475,127,3.95940049590168 30.54113222226162
2122,5581,3575,3.97066364079199 30.558883490745536
2123,5851,402,3.9583074186362195 30.53339481785849
2124,6636,2043,3.9642998750008265 30.53978917699928
2125,197,5004,3.963953110665192 30.52576021915504
2126,4081,3504,3.9788200422646964 30.551398904074794
2127,6632,3066,3.929250534821169 30.52761055045922
2128,2033,158,3.9632090317105417 30.524302428977368
2129,2523,864,3.9611283300117064 30.55019355492555
2130,27,3498,3.947859689632487 30.545556955369236
2131,1344,8226,3.9717630462075504 30.457460535994866
2132,4302,171,3.9688974261317664 30.547455889829116
2133,2766,10313,3.9766173747197935 30.536281589912452
2134,5722,367,3.968824200564686 30.545230931570522
2135,2391,-32768,3.955571416486743 30.466252477079205
2136,2544,969,3.9321690241448435 30.46151158199516
2137,669,483,3.971991047071025 30.55934496647241
2138,492,1346,3.9193209773192788 30.44079189708342
2139,4177,1517,3.9780864169062573 30.55042854984831
2140,5688,123,3.9801677197011123 30.56007267121147
2141,5141,4380,3.9755977670939546 30.559890776812594
2142,6241,1332,3.9688378757621385 30.545140331195356
2143,5890,19220,3.970747876395792 30.54425237283232
2144,5705,881,3.973011928805787 30.54826067717436
2145,4172,910,3.908120570356738 30.055809476207806
2146,4192,1439,3.975311767500647 30.544582971571785
2147,5251,2824,3.9738329434326602 30.542210318659617
2148,4030,1929,3.966830705661249 30.534788118531544
2149,2529,812,3.961152074628859 30.54893105857361
2150,421,90,3.9513947361317476 30.538456175724168
2151,4643,2115,3.9719207893299244 30.54534079416258
2152,955,4054,3.968252160556247 30.5422619262674
2153,947,309,3.970344243320905 30.538529651909123
2154,6249,1219,3.959684968787013 30.507970344162775
2155,29,1426,3.9776750182409475 30.54710668582237
2156,5716,1498,3.9784458219193053 30.546438007150044
2157,5194,1303,3.9784800543207153 30.543527565873255
2158,4078,456,3.972804809979961 30.560552798288686
2159,4066,937,3.967451952095223 30.554108952023945
2160,2043,250,3.965286871318298 30.540344732418045
2161,6716,105,4.000440538815968 30.546307194736254
2162,4199,1101,3.9692215902022028 30.548144647565138
2163,2143,585,3.971248572327507 30.543405529420948
2164,2862,860,3.9701460666313433 30.530899506321642
2165,5556,-32768,3.9762287224448 30.546948380225018
2166,745,3379,3.9692408085530397 30.54117565975775
2167,996,187,3.975661931156509 30.54836756677772
2168,5933,641,3.972920886950399 30.551763203966054
2169,5149,-32768,3.9725609259518495 30.5383991199506
2170,6454,2560,3.965893187928012 30.52122833590229
2171,615,612,3.884726011343942 30.482563623794675
2172,5500,223,3.9666553546175356 30.542062359953597
2173,4226,601,3.973892264640621 30.53905764251079
2174,5478,474,3.9741603602613287 30.5476872232769
2175,95,489,3.9643154352844614 30.551689292423447
2176,5640,652,3.9601928413250005 30.541092091806384
2177,741,396,3.9705647755041986 30.543798426922248
2178,2859,387,3.976747022586028 30.546391516486914
2179,194,5309,4.094753447091381 30.517868114837754
2180,2864,1393,4.001972049942347 30.54417373921855
2181,6281,-32768,3.9538067763475935 30.54523180877733
2182,4786,2367,3.971346646447097 30.54851488741578
2183,2842,814,3.992353762283754 30.542310097174287
2184,5154,893,3.972999293998671 30.54727970684185
2185,5589,12058,3.9738403369782564 30.55037697623655
2186,2832,701,3.9650110451438 30.535130988807207
2187,5198,1779,3.968729912099498 30.519454929301983
2188,540,5502,3.9694524574946817 30.531797078381164
2189,5412,801,3.9678585844501533 30.543539550704885
2190,9176,-32768,3.966626077352595 30.582727088237522
2191,875,247,3.9715968494134324 30.541656685953708
2192,2498,90,3.9795948486191697 30.547350004511227
2193,4272,276,3.9690586184680616 30.54540339713498
2194,731,1876,3.9772072804952967 30.547206367433386
2195,2089,388,3.9681666371581055 30.54156492159889
2196,423,208,3.971932411157995 30.531507419280356
2197,5601,2187,3.9641296254808793 30.527508081136464
2198,4099,406,3.9665593703984037 30.539697943232472
2199,2514,575,3.9717809308515886 30.543372530706026
2200,5789,331,3.968710348988643 30.526299442397946
2201,3235,3221,3.9723564069833315 30.536646615757594
2202,245,6551,3.958975213075479 30.54958316604473
2203,4197,796,3.974345157704445 30.551953734072956
2204,5257,4683,3.9566591346536724 30.545707518325216
2205,606,523,3.982662136018578 30.60207941080085
2206,5623,615,3.9465646342434866 30.512683086810473
2207,5181,-32768,3.973500067997128 30.54456669279653
2208,747,468,4.008213791855287 30.55295799577089
2209,5650,195,3.9408579546052405 30.55574051216524
2210,5931,473,3.946020893337284 30.52773091260268
2211,2702,1186,3.9668383281467117 30.51386739092951
2212,9152,-32768,3.9775912313682404 30.536268450247732
2213,5885,1472,3.9659536508266755 30.544551102986123
2214,5708,876,3.967906655708503 30.57581563390999
2215,5564,102,4.380265935082034 31.1736947487073
2216,742,846,3.972478092315408 30.540800442482592
2217,587,3833,3.976831317391949 30.565946863295775
2218,2066,262,3.961654489601611 30.50510448159138
2219,5639,764,3.9697574724158087 30.543898514565456
2220,5908,131,3.9731157301731366 30.541756361546437
2221,5189,1777,3.9554092751674834 30.54091769665422
2222,4026,3302,3.0691335983616415 30.264271746648898
2223,5653,825,3.966490772284437 30.5508126746977
2224,6728,75,3.9696404428588146 30.539052104844533
2225,5208,1461,3.976394754246935 30.54408465458179
2226,535,85,3.9725356479258154 30.55022267468864
2227,3711,57,3.9973565172282535 30.758726573289668
2228,5706,939,3.9674833989855625 30.546143777977818
2229,5534,261,3.971725061279592 30.54991398552565
2230,869,1039,3.975487008322633 30.551060725832357
2231,9183,-32768,3.9699507911836056 30.53842996629473
2232,401,1061,3.9721080726199376 30.52990818783725
2233,5714,1150,3.9658951328438747 30.549438133906484
2234,5176,2091,3.9670481576944168 30.54183697844398
2235,6415,268,3.9752299757899543 30.54009266153929
2236,5712,3083,3.9637009976236532 30.547846713901734
2237,5728,482,3.9719578262108706 30.55025784333109
2238,6235,1651,3.9716283156891463 30.54739937627721
2239,2128,262,3.969991499715307 30.544277415476675
2240,5729,1620,3.9631719272565444 30.598873272984353
2241,5701,196,3.9741454283688933 30.541237737132658
2242,336,195,3.9574278288772065 30.546902040007364
2243,5643,5218,3.9730816045098347 30.541607161821833
2244,4114,1226,3.9731842015063594 30.555240374725305
2245,3218,1338,3.9726785864323464 30.535977268951257
2246,740,542,3.9687283587172617 30.54471288113709
2247,5233,378,3.969502393952552 30.544119244631077
2248,739,4015,3.9732749130378138 30.54717169127724
2249,5121,754,3.9652231366252115 30.541641773206784
2250,2843,698,3.9840792915305796 30.54984852811852
2251,244,4831,3.9715792224864384 30.548109721622403
2252,2519,4913,3.969094745950105 30.5458574883686
2253,5585,1397,3.9683521153909402 30.537749386923547
2254,5648,3530,3.9699684760519176 30.56265432461262
2255,2061,283,3.9686828945698336 30.54768792943172
2256,556,332,3.97133316536905 30.511010933080478
2257,2890,164,3.9477671519215995 30.61552351439749
2258,3215,9100,3.9457596199170406 30.5552004348438
2259,2550,3786,3.9636340997615975 30.540315766426858
2260,736,401,3.9717404951377127 30.52145979221368
2261,353,4353,3.968756456896525 30.54412924727186
2262,6721,593,3.973828090057455 30.54601732198413
2263,2310,405,3.9511429556303304 30.54022201105918
2264,5683,173,3.970056711140474 30.541209313177102
2265,2038,61,3.963567766381687 30.54313428253795
2266,2574,324,3.972410518811328 30.54440903502268
2267,2275,-32768,3.966274933900333 30.5279732253276
2268,2584,1699,3.9616250438875746 30.53474297518651
2269,2520,866,3.9676479588780205 30.54632435742051
2270,5212,-32768,3.9688940968412902 30.503589354313444
2271,6153,-32768,3.9686880499606705 30.511994239829775
2272,5852,472,3.969553321026768 30.538437910775617
